RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,Exited,Balance,EstimatedSalary
4588,15676094,500,Minsk,Female,34,6,1,1,1,0,0.0,3117.076666666667
4589,15761720,422,Minsk,Male,41,6,1,1,0,0,7661.944,259.17977777777776
4590,15611961,615,Minsk,Male,35,7,2,1,0,0,0.0,3350.762
4591,15680167,635,Minsk,Female,78,6,1,1,1,0,2376.82,2653.335111111111
4592,15762543,711,Minsk,Female,32,1,2,1,0,0,0.0,2804.187111111111
4593,15658475,834,Minsk,Male,36,8,1,1,0,1,7144.1245,1999.6226666666666
4594,15779743,633,Minsk,Female,44,7,2,1,0,0,0.0,661.362
4595,15661532,650,Minsk,Female,31,1,2,0,0,0,8028.3054999999995,601.6402222222223
4596,15782360,743,Orsha,Male,65,2,1,1,1,1,6596.775500000001,2142.2148888888887
4597,15767908,567,Minsk,Male,38,6,2,0,0,0,6383.9400000000005,1009.3975555555555
4598,15677105,706,Orsha,Female,46,4,1,1,0,1,5260.729,2415.546444444444
4599,15641474,638,Minsk,Male,46,9,1,1,0,0,6992.977000000001,865.9397777777777
4600,15624451,641,Minsk,Female,38,3,2,1,0,0,0.0,2588.1375555555555
4601,15577985,574,Minsk,Female,34,5,2,1,1,0,5616.2225,399.854
4602,15571666,642,Orsha,Male,30,8,1,0,0,0,6724.8634999999995,961.1231111111111
4603,15783691,722,Grodno,Female,35,1,1,1,0,0,6008.579,2783.128888888889
4604,15671172,623,Minsk,Male,23,1,2,0,1,0,5300.61,4253.687555555555
4605,15731760,681,Minsk,Male,25,5,1,0,1,0,0.0,2019.1326666666666
4606,15585599,530,Minsk,Female,34,8,2,0,1,0,0.0,3152.7226666666666
4607,15784958,797,Minsk,Female,55,10,4,1,1,1,0.0,1098.197111111111
4608,15734524,653,Minsk,Male,51,3,1,1,0,1,0.0,3787.2588888888886
4609,15614103,850,Orsha,Male,42,8,1,0,1,1,5991.9845000000005,1133.6893333333333
4610,15794895,581,Grodno,Male,34,1,2,0,1,0,0.0,1803.8944444444444
4611,15772381,589,Orsha,Male,38,8,1,1,0,0,4610.9605,2202.377111111111
4612,15710553,555,Orsha,Male,48,3,2,0,1,0,7102.7705000000005,1758.5506666666665
4613,15649292,748,Minsk,Female,49,7,1,0,0,1,1480.104,3634.457333333333
4614,15792565,745,Minsk,Female,46,7,2,1,1,0,0.0,1505.9986666666666
4615,15718245,730,Minsk,Male,34,1,2,1,1,0,0.0,2813.1557777777775
4616,15703117,565,Minsk,Female,44,1,2,0,1,0,0.0,1991.1735555555556
4617,15758136,778,Minsk,Male,37,3,1,0,1,0,7090.188499999999,3987.152
4618,15799932,812,Minsk,Male,24,10,2,1,1,0,0.0,3486.8033333333333
4619,15633516,526,Minsk,Male,42,1,1,0,1,0,0.0,3744.1337777777776
4620,15622532,708,Minsk,Female,47,0,2,0,1,1,6329.456,2949.557111111111
4621,15798960,680,Minsk,Male,33,2,1,0,1,0,5419.6675000000005,867.9482222222222
4622,15698664,567,Grodno,Male,43,2,2,0,0,0,5782.179,3880.141111111111
4623,15703614,564,Grodno,Male,48,5,1,1,0,0,6643.811500000001,1761.3282222222224
4624,15699195,709,Minsk,Female,24,3,1,1,1,0,5547.4705,3744.791333333333
4625,15710543,629,Minsk,Male,46,1,1,1,1,1,6533.3099999999995,3580.5704444444445
4626,15695499,510,Minsk,Female,45,10,2,0,1,0,5191.0735,1730.636
4627,15622321,506,Minsk,Female,32,3,1,1,1,0,0.0,1796.0671111111112
4628,15715744,605,Minsk,Male,39,7,1,0,1,0,0.0,2652.184
4629,15788151,650,Grodno,Male,32,1,2,1,1,0,6609.3865000000005,3962.919111111111
4630,15687153,850,Orsha,Male,49,8,1,1,0,1,4932.4775,2648.3306666666667
4631,15684958,489,Orsha,Male,38,2,2,1,1,0,6322.204,1836.9495555555554
4632,15706116,659,Orsha,Female,30,8,1,1,0,0,7707.9755000000005,898.6911111111111
4633,15740557,753,Minsk,Female,43,5,2,1,0,0,0.0,2441.815777777778
4634,15707291,477,Orsha,Male,48,8,2,1,1,0,6462.5,3509.718888888889
4635,15583353,610,Grodno,Female,45,3,1,1,0,1,0.0,850.5964444444444
4636,15761024,619,Minsk,Female,33,2,2,1,1,0,8386.675500000001,1449.3884444444445
4637,15630709,619,Orsha,Female,31,2,2,0,0,0,2805.815,48.48755555555556
4638,15639590,758,Minsk,Female,30,3,1,1,0,0,7079.053999999999,3472.2013333333334
4639,15659399,516,Orsha,Male,50,7,2,1,0,0,6983.753500000001,1013.1384444444445
4640,15567078,789,Minsk,Female,27,8,1,1,1,0,3310.0980000000004,1765.7359999999999
4641,15696373,687,Minsk,Female,44,9,2,0,0,1,0.0,2289.826666666667
4642,15786617,485,Orsha,Male,34,3,1,1,0,0,6682.911999999999,1560.2184444444445
4643,15657449,446,Orsha,Male,25,3,1,1,0,0,6810.139,3927.6335555555556
4644,15672594,597,Minsk,Female,60,0,1,0,0,1,6588.9039999999995,237.85622222222224
4645,15714240,712,Grodno,Male,74,5,2,0,0,0,0.0,3365.0182222222224
4646,15782144,522,Minsk,Female,34,3,2,1,1,0,0.0,86.54088888888889
4647,15665008,805,Orsha,Female,26,8,2,1,1,0,2135.6435,641.3708888888889
4648,15581733,781,Minsk,Female,28,4,2,1,0,0,0.0,3948.958888888889
4649,15751392,689,Grodno,Female,57,4,2,1,0,1,0.0,3036.6622222222218
4650,15785815,670,Orsha,Male,31,1,2,1,1,0,7131.577,3908.7608888888885
4651,15664214,670,Minsk,Male,33,2,2,1,0,0,7060.2325,1694.6102222222223
4652,15579996,524,Orsha,Female,25,7,1,0,0,0,6570.1105,4303.744222222222
4653,15675252,734,Grodno,Female,39,3,2,1,1,0,4631.848,2792.695333333333
4654,15579617,489,Minsk,Female,51,3,2,0,1,1,0.0,3868.8506666666667
4655,15593976,578,Orsha,Female,31,5,4,0,0,1,5104.433999999999,4174.804666666667
4656,15716041,622,Grodno,Male,39,9,2,0,1,0,0.0,2241.385777777778
4657,15654489,843,Minsk,Female,38,8,1,1,1,0,6744.3765,240.08977777777778
4658,15736302,687,Minsk,Male,48,4,2,1,1,0,0.0,3797.641111111111
4659,15805909,700,Grodno,Male,28,8,1,0,0,0,7995.019,504.4124444444445
4660,15572762,410,Orsha,Female,50,2,2,1,0,0,5113.9394999999995,1996.055111111111
4661,15724632,537,Minsk,Female,41,0,2,0,1,0,0.0,3894.7219999999998
4662,15670416,780,Minsk,Female,43,0,1,0,1,0,0.0,349.00600000000003
4663,15749528,652,Grodno,Male,58,6,2,0,1,0,0.0,3778.342888888889
4664,15578783,620,Orsha,Male,35,0,1,1,1,0,3849.4985,383.17311111111115
4665,15580719,697,Minsk,Female,23,10,2,1,1,0,0.0,1771.8717777777777
4666,15656293,786,Minsk,Male,35,3,2,1,0,0,0.0,2060.2882222222224
4667,15691875,850,Orsha,Female,39,5,1,1,0,0,5724.591,2215.3217777777777
4668,15596870,749,Orsha,Male,54,3,1,1,0,1,7238.447,2074.14
4669,15780770,445,Minsk,Male,31,7,1,1,1,0,7252.8295,3908.745111111111
4670,15751491,443,Orsha,Male,50,3,1,1,0,1,5860.3150000000005,952.004
4671,15706200,637,Orsha,Male,41,2,2,1,0,0,6900.719999999999,3117.7386666666666
4672,15808674,616,Orsha,Female,45,6,3,1,1,1,6417.6295,3200.013111111111
4673,15641411,756,Minsk,Female,23,1,1,1,1,0,5628.4155,2520.1802222222223
4674,15764661,644,Minsk,Male,33,2,1,1,0,0,0.0,2142.6795555555555
4675,15689492,850,Orsha,Male,41,1,2,0,1,0,8847.922999999999,2795.6955555555555
4676,15602405,703,Orsha,Female,38,9,1,1,0,0,4958.3769999999995,1460.464888888889
4677,15610271,684,Grodno,Female,42,3,1,1,0,0,5160.5135,688.934
4678,15791780,706,Orsha,Female,48,10,3,0,1,1,5223.906,3516.638
4679,15589147,580,Grodno,Male,61,8,1,1,1,0,6296.068499999999,2103.951777777778
4680,15756975,777,Grodno,Female,35,3,2,1,1,0,0.0,383.5048888888889
4681,15729582,676,Orsha,Male,48,3,1,0,0,0,4034.8720000000003,2253.2857777777776
4682,15742971,708,Minsk,Female,44,2,2,1,0,0,8094.3904999999995,1886.005111111111
4683,15568046,809,Minsk,Male,24,7,1,1,0,0,5477.918,4078.114
4684,15694890,588,Minsk,Male,38,1,1,1,0,0,6213.563,1688.2042222222224
4685,15736963,623,Minsk,Male,43,1,2,1,1,0,0.0,3252.873333333333
4686,15646490,537,Grodno,Male,42,1,1,0,1,0,9528.461500000001,2825.662222222222
4687,15607314,536,Grodno,Male,53,2,1,1,0,1,7196.197999999999,44.884
4688,15576745,769,Minsk,Male,48,2,2,0,1,0,4827.108,4397.460444444445
4689,15669606,690,Minsk,Male,33,5,2,1,0,0,0.0,3067.0595555555556
4690,15737832,771,Grodno,Male,45,0,1,0,0,1,6991.278,3799.666
4691,15681990,497,Orsha,Male,24,6,2,1,0,0,5588.457,1241.317111111111
4692,15758050,622,Grodno,Male,37,4,2,1,0,0,0.0,99.1
4693,15787848,602,Grodno,Male,30,9,2,0,0,0,5683.6089999999995,2269.687111111111
4694,15713594,543,Minsk,Female,32,7,1,1,0,0,7362.842999999999,2506.043333333333
4695,15588186,520,Grodno,Male,45,7,1,1,0,0,5351.1515,731.1984444444445
4696,15786739,669,Minsk,Male,37,1,1,1,1,0,6276.4775,3605.798444444444
4697,15699467,631,Grodno,Female,41,0,1,0,0,0,0.0,1954.662888888889
4698,15680706,537,Orsha,Male,48,4,1,1,0,1,6591.74,3699.487777777778
4699,15645717,732,Minsk,Male,62,2,2,1,1,0,0.0,565.3082222222222
4700,15748597,844,Grodno,Male,56,5,1,0,1,1,4976.485,3494.001333333333
4701,15773709,838,Grodno,Male,35,0,2,0,1,0,0.0,4384.575777777778
4702,15629787,652,Minsk,Male,27,10,2,0,0,0,5365.186,987.4613333333334
4703,15661007,660,Minsk,Male,33,0,1,0,0,0,3639.171,4023.3775555555553
4704,15686812,692,Grodno,Female,44,8,1,0,1,0,0.0,3534.8748888888886
4705,15754113,588,Minsk,Female,35,0,2,1,1,0,0.0,3455.227555555555
4706,15749489,533,Orsha,Female,22,10,1,0,0,0,5787.18,974.49
4707,15574352,850,Minsk,Male,43,4,1,1,1,0,8062.8265,3112.701555555556
4708,15701281,511,Minsk,Male,27,8,2,1,1,0,0.0,1090.8746666666666
4709,15811985,530,Grodno,Male,44,6,2,0,0,0,0.0,1242.0748888888888
4710,15713505,554,Minsk,Male,31,1,2,0,1,0,0.0,4281.345555555556
4711,15685653,585,Orsha,Female,40,3,2,1,0,0,8113.0505,3045.0780000000004
4712,15758831,754,Minsk,Male,39,3,1,0,0,0,3744.8165,765.1146666666667
4713,15618774,474,Minsk,Male,54,3,1,1,0,1,0.0,2409.0926666666664
4714,15764448,837,Orsha,Male,35,0,1,1,0,0,7201.88,3229.451555555556
4715,15611024,567,Minsk,Female,23,9,1,0,1,0,4676.11,1809.458
4716,15738220,800,Grodno,Male,38,1,2,1,0,0,0.0,1145.6317777777779
4717,15805764,646,Minsk,Male,18,10,2,0,1,0,0.0,1173.2255555555555
4718,15580487,627,Orsha,Male,38,8,2,0,1,0,5346.146,1872.6686666666667
4719,15675787,505,Minsk,Male,26,8,1,1,0,0,5648.628500000001,3222.4804444444444
4720,15583580,566,Orsha,Female,35,1,1,1,0,1,6152.1,1472.1208888888889
4721,15780654,619,Orsha,Female,33,3,2,0,1,0,5024.446,809.9275555555555
4722,15695034,757,Minsk,Female,44,4,1,1,0,0,6166.1075,3047.4731111111114
4723,15805671,648,Minsk,Male,32,0,1,0,1,0,0.0,2607.1846666666665
4724,15790658,621,Grodno,Male,42,8,1,1,1,0,3434.1839999999997,1647.9491111111113
4725,15578648,543,Orsha,Male,49,6,1,1,0,0,2976.609,2316.7457777777777
4726,15734987,658,Minsk,Female,43,7,2,1,0,0,7013.017999999999,61.08266666666666
4727,15721740,633,Orsha,Male,50,7,1,1,1,0,4415.1325,4354.159111111111
4728,15641822,648,Minsk,Female,19,1,2,0,1,0,0.0,491.1524444444445
4729,15765650,501,Orsha,Male,40,5,1,0,0,0,5732.779,2811.9093333333335
4730,15788556,683,Minsk,Female,42,4,1,1,1,1,7414.197,993.1695555555555
4731,15576550,619,Grodno,Female,38,1,1,1,0,1,0.0,2498.7251111111113
4732,15622230,705,Minsk,Female,35,3,2,0,1,0,0.0,1474.0224444444443
4733,15653937,638,Orsha,Female,53,1,1,1,0,1,6195.8335,370.17066666666665
4734,15743538,710,Minsk,Female,31,1,2,1,0,0,0.0,446.2511111111111
4735,15591740,590,Minsk,Female,54,4,2,1,1,1,0.0,2084.8997777777777
4736,15650086,725,Minsk,Male,43,2,2,1,0,0,8294.8,2906.567111111111
4737,15718773,638,Minsk,Female,32,0,2,1,0,0,0.0,3558.444222222222
4738,15615140,791,Minsk,Male,36,6,1,1,1,0,5558.4485,4221.553555555555
4739,15644361,702,Minsk,Female,40,1,1,0,0,1,5177.462,215.83377777777778
4740,15774536,607,Minsk,Female,32,6,2,0,0,0,0.0,4356.933555555555
4741,15618661,535,Minsk,Male,30,6,1,1,1,0,5190.2485,2793.5673333333334
4742,15605020,651,Minsk,Male,45,2,2,1,0,1,8295.0795,512.3224444444444
4743,15762134,506,Orsha,Male,59,8,2,1,1,0,5957.6050000000005,3792.883111111111
4744,15685279,511,Grodno,Female,57,8,1,1,1,0,6147.5154999999995,4027.9724444444446
4745,15582849,757,Minsk,Female,51,1,1,1,1,1,0.0,507.44733333333335
4746,15655410,768,Orsha,Male,49,1,1,1,0,1,6669.233,2275.4937777777777
4747,15649129,757,Minsk,Male,32,9,2,1,0,0,0.0,2576.688
4748,15702380,663,Grodno,Male,64,6,2,0,1,0,0.0,352.81155555555557
4749,15759067,537,Orsha,Female,37,7,4,1,1,1,7920.597500000001,2615.3462222222224
4750,15683027,570,Orsha,Male,29,4,2,1,1,0,6101.4325,3862.0615555555555
4751,15597487,850,Minsk,Female,35,5,1,1,1,0,0.0,1799.8400000000001
4752,15763256,661,Orsha,Female,64,8,2,1,0,1,6437.5824999999995,4208.848444444444
4753,15620111,659,Minsk,Male,54,8,1,1,0,0,6671.825999999999,1261.9511111111112
4754,15623053,454,Grodno,Male,40,2,1,1,0,0,6158.8505,3295.7773333333334
4755,15595592,708,Minsk,Female,59,2,1,1,0,1,0.0,3992.7357777777775
4756,15740072,720,Minsk,Female,37,2,2,1,1,0,6016.444,3077.1157777777776
4757,15778005,785,Minsk,Female,39,1,1,1,0,1,6507.398999999999,3639.9646666666667
4758,15583278,743,Grodno,Female,36,8,1,1,1,0,4635.848,748.7506666666667
4759,15601263,493,Grodno,Female,48,7,2,1,0,0,0.0,1078.78
4760,15709222,557,Grodno,Male,34,3,1,0,1,0,0.0,2742.844
4761,15713949,850,Minsk,Male,40,1,1,1,0,0,3845.7105,3870.7431111111114
4762,15717706,799,Minsk,Female,32,3,2,1,1,0,5302.296,398.6222222222222
4763,15756071,756,Minsk,Male,34,1,1,1,1,0,5156.663,2001.312
4764,15696564,752,Minsk,Male,38,0,2,1,1,0,7298.739500000001,3059.871777777778
4765,15657637,696,Grodno,Female,36,3,3,1,0,0,0.0,1445.331111111111
4766,15755863,630,Grodno,Female,49,1,2,0,1,0,0.0,3619.0731111111113
4767,15719858,659,Grodno,Female,38,9,2,1,1,0,0.0,793.3568888888889
4768,15688876,685,Grodno,Male,39,9,2,1,1,0,0.0,418.35688888888893
4769,15698528,599,Grodno,Female,31,3,1,1,1,1,0.0,2890.8104444444443
4770,15770345,559,Grodno,Female,31,1,1,0,1,0,6959.153,3185.7902222222224
4771,15761506,615,Grodno,Male,19,5,2,1,0,0,0.0,3553.7982222222226
4772,15716619,580,Orsha,Female,36,3,1,1,1,0,3748.7445,268.88155555555556
4773,15788367,487,Grodno,Male,44,6,1,1,1,0,3084.5724999999998,1179.732888888889
4774,15709451,646,Orsha,Female,35,1,2,1,1,0,6097.6375,3174.2182222222223
4775,15640421,811,Minsk,Female,35,7,1,1,1,0,0.0,3.9597777777777776
4776,15580068,526,Grodno,Male,35,5,2,1,1,0,0.0,2347.0697777777777
4777,15677123,767,Grodno,Male,37,7,2,1,1,0,0.0,549.65
4778,15619801,548,Minsk,Female,33,1,2,0,1,0,4005.3915,1827.6815555555554
4779,15582246,737,Grodno,Female,45,2,2,0,1,0,0.0,3948.792666666667
4780,15711843,613,Orsha,Male,40,1,3,0,0,1,7392.841,2399.135777777778
4781,15680046,711,Grodno,Male,36,8,2,1,0,0,0.0,1226.8313333333333
4782,15804131,850,Grodno,Female,53,7,2,0,0,1,3270.358,4058.525111111111
4783,15722611,752,Minsk,Female,53,8,1,1,1,0,5711.659,1146.3786666666667
4784,15729224,710,Minsk,Female,37,5,2,1,0,0,0.0,2564.518
4785,15811588,664,Grodno,Female,53,7,1,1,0,1,9380.109,4142.066444444445
4786,15702138,510,Minsk,Female,22,3,1,0,0,0,7841.717,986.0986666666668
4787,15749799,577,Minsk,Female,34,2,2,1,1,0,0.0,1867.407777777778
4788,15752885,529,Minsk,Male,42,1,1,1,1,0,7874.945,1828.3693333333333
4789,15674932,757,Grodno,Female,44,9,2,1,0,0,0.0,3945.0871111111114
4790,15743828,691,Minsk,Male,41,2,1,1,1,1,0.0,1263.3537777777779
4791,15642022,621,Grodno,Male,34,8,1,0,0,0,0.0,1066.058888888889
4792,15746461,709,Grodno,Male,35,2,2,1,0,0,0.0,2332.942
4793,15809991,756,Grodno,Male,19,4,1,1,1,0,6513.711,2967.450888888889
4794,15787322,788,Minsk,Female,41,6,1,1,1,0,0.0,568.2526666666666
4795,15575498,705,Minsk,Female,39,5,2,1,0,0,7468.983,2135.012222222222
4796,15691387,483,Minsk,Male,29,9,1,1,1,0,0.0,1814.0988888888887
4797,15765457,719,Grodno,Male,35,1,1,1,1,0,5041.497,3666.866
4798,15666173,793,Orsha,Female,32,1,1,1,1,0,4820.449,3070.929111111111
4799,15627377,593,Minsk,Male,41,6,2,1,1,0,0.0,2203.0331111111113
4800,15656683,551,Minsk,Male,52,1,1,0,0,1,0.0,1412.99
4801,15679810,690,Minsk,Male,39,6,2,1,0,0,0.0,3567.3973333333333
4802,15606310,823,Minsk,Male,71,5,1,0,1,0,7455.253999999999,3615.179111111111
4803,15756871,512,Grodno,Male,39,3,1,1,0,0,0.0,2997.293111111111
4804,15610002,802,Grodno,Male,41,5,2,1,1,0,0.0,2991.695555555555
4805,15567802,450,Grodno,Female,34,2,2,1,0,0,0.0,3899.576222222222
4806,15745452,651,Orsha,Male,41,1,1,1,0,0,4510.9055,3874.1706666666664
4807,15617252,697,Minsk,Female,33,1,1,1,0,0,4367.385,3833.878
4808,15753248,611,Minsk,Male,28,2,2,0,0,0,0.0,564.3517777777778
4809,15610755,643,Minsk,Female,33,0,1,1,1,0,6890.5875,4107.930888888889
4810,15662238,822,Minsk,Male,37,3,1,1,0,0,5278.15,4058.3317777777775
4811,15799186,632,Minsk,Male,38,4,2,0,0,0,0.0,4277.902666666667
4812,15686941,575,Grodno,Female,26,7,2,1,0,0,0.0,2500.1695555555557
4813,15601172,672,Minsk,Male,31,6,1,1,0,0,4556.2875,3939.9093333333335
4814,15723858,517,Grodno,Male,39,3,2,0,1,0,0.0,277.0113333333333
4815,15615896,621,Grodno,Male,39,8,2,1,0,0,0.0,802.7324444444445
4816,15737647,775,Orsha,Female,77,6,1,1,0,0,6756.028,840.8142222222222
4817,15582841,600,Minsk,Male,29,8,2,0,1,0,0.0,772.1651111111112
4818,15760090,640,Minsk,Male,28,7,2,1,1,0,0.0,2913.2866666666664
4819,15588587,752,Minsk,Female,36,1,1,1,1,0,4341.8975,2339.567777777778
4820,15683157,613,Minsk,Male,26,4,1,0,1,0,5022.3285000000005,3325.6402222222223
4821,15694209,484,Minsk,Female,32,3,2,1,1,0,0.0,3097.577555555555
4822,15655875,511,Minsk,Female,33,3,2,1,0,0,0.0,2943.038
4823,15805704,745,Minsk,Female,32,2,4,0,1,1,0.0,3993.4473333333335
4824,15744789,786,Grodno,Female,32,6,1,1,0,0,5725.6295,351.0368888888889
4825,15799357,727,Minsk,Male,35,5,1,0,0,0,6818.223,3172.326888888889
4826,15726153,622,Minsk,Male,31,5,1,1,1,0,5313.0335,57.29844444444444
4827,15713346,794,Minsk,Male,24,10,1,1,1,0,7306.3375,1977.601111111111
4828,15665053,636,Grodno,Male,52,4,1,0,1,1,5564.2265,731.920888888889
4829,15592379,741,Grodno,Female,42,9,2,1,0,0,6052.8315,869.3906666666667
4830,15692599,687,Minsk,Male,34,5,1,1,0,0,6413.528,4246.502666666666
4831,15620758,660,Grodno,Male,30,4,2,1,0,0,0.0,2869.9791111111113
4832,15637428,660,Minsk,Male,35,7,2,1,0,0,0.0,293.74666666666667
4833,15808389,617,Minsk,Female,79,7,1,1,1,0,0.0,3568.648444444444
4834,15807003,762,Minsk,Male,32,10,1,1,0,0,9588.7825,3992.396222222222
4835,15702912,752,Grodno,Female,35,2,1,1,0,1,0.0,985.2342222222222
4836,15590623,561,Grodno,Male,34,4,2,1,1,0,4257.0895,649.2748888888889
4837,15728078,609,Minsk,Male,26,10,1,0,1,0,6319.6089999999995,970.0331111111111
4838,15708256,803,Minsk,Male,28,3,2,1,0,0,0.0,3547.866666666667
4839,15582335,556,Minsk,Female,40,9,1,0,0,0,6493.0185,399.84311111111106
4840,15649150,531,Minsk,Female,53,5,1,1,0,1,6382.122,3144.476666666667
4841,15691647,411,Minsk,Female,35,2,2,1,1,0,0.0,2085.017333333333
4842,15668270,587,Orsha,Female,44,5,2,1,1,1,6279.2085,930.0497777777778
4843,15624820,683,Grodno,Male,56,7,3,0,0,1,2545.5605,2169.5402222222224
4844,15736254,654,Minsk,Male,29,2,1,1,0,0,4597.7805,823.6813333333334
4845,15720814,670,Orsha,Female,36,2,2,0,0,0,4213.322,858.1042222222222
4846,15642997,655,Minsk,Female,36,2,1,1,1,0,7357.4794999999995,1951.4857777777777
4847,15693200,752,Minsk,Female,36,7,2,1,0,0,0.0,4108.152444444444
4848,15624596,534,Minsk,Female,23,5,1,0,1,0,5241.1224999999995,3559.4771111111113
4849,15807167,635,Minsk,Male,42,1,2,0,1,0,7338.336,3652.38
4850,15660301,491,Orsha,Male,70,6,2,1,1,0,7437.296,395.9628888888889
4851,15593094,516,Minsk,Male,27,9,1,1,0,1,0.0,3170.680888888889
4852,15618239,530,Minsk,Female,48,0,1,1,0,0,0.0,1890.6908888888888
4853,15574137,687,Grodno,Male,35,3,2,1,1,0,0.0,3921.115333333333
4854,15614740,684,Minsk,Female,41,6,2,1,1,0,6760.1905,2710.3973333333333
4855,15574071,706,Orsha,Male,23,2,2,0,1,0,4665.0985,2826.3786666666665
4856,15671148,490,Orsha,Male,33,5,2,0,0,0,4817.05,2406.963111111111
4857,15721921,796,Minsk,Male,44,8,1,1,1,0,8266.310000000001,1271.2344444444445
4858,15717995,849,Minsk,Male,27,0,2,0,1,0,0.0,3508.7079999999996
4859,15632050,779,Minsk,Female,41,10,1,1,0,0,4989.3099999999995,1931.722888888889
4860,15647111,794,Grodno,Female,22,4,1,1,1,0,5722.012000000001,2394.512666666667
4861,15759991,748,Grodno,Male,36,4,1,1,0,0,7078.6775,1825.7364444444445
4862,15790204,663,Grodno,Female,22,9,1,1,0,1,0.0,647.4642222222222
4863,15686780,645,Grodno,Female,55,1,1,0,1,0,6683.8324999999995,379.8997777777778
4864,15640491,464,Minsk,Female,33,10,2,1,0,0,7374.685,2232.1673333333333
4865,15783225,737,Minsk,Male,54,9,1,1,0,1,0.0,1854.8977777777777
4866,15734438,590,Minsk,Female,29,4,2,1,0,0,0.0,2707.706888888889
4867,15688760,522,Orsha,Female,37,3,1,1,1,0,4751.128500000001,2869.0575555555556
4868,15768124,648,Minsk,Female,34,3,1,1,0,0,0.0,1216.1428888888888
4869,15661330,754,Minsk,Male,37,6,1,1,1,0,0.0,2580.927111111111
4870,15781272,669,Minsk,Male,50,4,3,1,1,1,7485.6804999999995,2774.942666666667
4871,15573888,648,Orsha,Female,43,1,1,0,0,1,5398.169,4143.085777777777
4872,15575858,763,Minsk,Male,40,3,2,1,0,0,0.0,2984.0246666666662
4873,15645937,790,Grodno,Male,32,3,1,1,0,0,0.0,2023.2104444444444
4874,15702337,581,Minsk,Male,37,7,2,1,1,0,0.0,1651.5722222222223
4875,15764537,703,Minsk,Male,43,8,2,1,0,0,0.0,215.65911111111112
4876,15619616,571,Minsk,Female,33,9,2,0,0,0,5100.8625,2857.788666666667
4877,15585133,657,Grodno,Female,27,8,2,0,0,0,0.0,143.73866666666666
4878,15573971,737,Minsk,Male,44,7,2,0,0,0,0.0,1286.6351111111112
4879,15579433,793,Grodno,Male,29,8,2,0,0,0,4833.7275,4269.348
4880,15777045,783,Grodno,Female,44,3,1,1,0,1,4090.5855,3649.1895555555557
4881,15611580,751,Grodno,Male,33,4,1,1,0,0,3964.0805,2612.1724444444444
4882,15614778,579,Minsk,Male,31,6,2,1,0,0,0.0,581.0944444444444
4883,15771750,655,Orsha,Female,36,10,1,1,0,0,6115.7195,204.03688888888888
4884,15593280,614,Orsha,Male,43,8,1,1,1,0,7036.687,3701.9724444444446
4885,15569274,678,Orsha,Male,49,2,1,1,0,1,5846.6555,4334.523999999999
4886,15654408,562,Grodno,Male,41,5,2,1,0,0,8272.252,1906.3846666666666
4887,15657468,711,Orsha,Female,53,5,1,1,0,0,6190.2515,2276.189111111111
4888,15614213,620,Minsk,Male,37,0,1,1,0,0,5377.447,1581.6875555555557
4889,15589869,437,Minsk,Male,49,9,2,0,1,0,5581.7145,3698.673777777778
4890,15693205,691,Orsha,Female,41,8,3,1,1,1,5457.698,3307.7502222222224
4891,15797113,552,Grodno,Female,34,4,2,1,0,0,0.0,3117.482
4892,15676958,765,Orsha,Male,34,5,2,1,1,0,4302.7585,2316.011111111111
4893,15739592,707,Orsha,Female,51,10,1,0,0,1,4921.9115,1572.8584444444446
4894,15656263,764,Grodno,Male,29,5,2,1,0,0,0.0,1463.7395555555556
4895,15636872,585,Minsk,Female,32,8,2,0,0,0,7235.2935,3810.7235555555553
4896,15589435,784,Minsk,Male,31,7,2,1,1,0,0.0,3182.320222222222
4897,15640464,605,Minsk,Male,41,5,1,1,1,0,4580.6455000000005,631.7297777777778
4898,15723851,699,Grodno,Male,40,2,1,1,0,0,0.0,1741.9404444444447
4899,15722122,544,Minsk,Female,40,7,1,0,1,0,0.0,3579.4871111111115
4900,15696852,803,Minsk,Female,32,9,1,1,1,1,9606.142,1206.1655555555556
4901,15634936,735,Minsk,Male,41,7,1,1,1,0,8995.2,3048.465555555556
4902,15575935,673,Minsk,Male,59,0,2,0,1,1,8902.903,468.08244444444443
4903,15634491,652,Minsk,Male,30,2,2,1,1,0,8808.328,3382.4624444444444
4904,15628530,694,Minsk,Male,42,3,2,0,0,0,7843.210000000001,1975.35
4905,15678720,741,Minsk,Female,44,7,2,1,1,0,0.0,4234.105777777778
4906,15627999,590,Grodno,Male,30,3,2,1,0,0,0.0,1846.4522222222224
4907,15571244,809,Grodno,Female,33,3,2,0,1,0,0.0,3142.8173333333334
4908,15739931,523,Minsk,Male,34,2,1,1,1,0,8079.4445000000005,1141.3035555555557
4909,15806256,540,Minsk,Male,48,2,1,1,0,1,5467.4645,1971.1786666666665
4910,15787258,596,Grodno,Female,29,6,2,1,0,0,0.0,2593.261555555556
4911,15706463,597,Minsk,Female,36,9,2,1,1,0,0.0,159.02422222222222
4912,15691004,407,Grodno,Male,37,1,1,1,1,1,0.0,1092.4693333333335
4913,15792228,748,Minsk,Male,60,0,1,1,0,1,7616.785000000001,2816.5184444444444
4914,15733447,562,Minsk,Female,51,1,1,1,1,1,6233.1269999999995,1453.1213333333333
